Date,Close,Open,High,Low,Volume,Change %
19-Jul-23,"30,380.00","30,125.00","30,535.00","30,090.00",0.87K,1.06%
18-Jul-23,"30,060.00","30,505.00","30,560.00","29,835.00",0.51K,-0.74%
17-Jul-23,"30,285.00","30,685.00","30,760.00","30,125.00",0.71K,-0.15%
16-Jul-23,"30,330.00","30,307.50","30,495.00","30,230.00",-,-0.77%
14-Jul-23,"30,565.00","31,795.00","32,225.00","30,435.00",0.83K,-5.31%
13-Jul-23,"32,280.00","30,785.00","32,470.00","30,680.00",1.95K,5.13%
12-Jul-23,"30,705.00","31,095.00","31,425.00","30,625.00",0.51K,-1.11%
11-Jul-23,"31,050.00","30,915.00","31,120.00","30,650.00",0.58K,-0.83%
10-Jul-23,"31,310.00","30,540.00","31,495.00","30,465.00",0.66K,3.28%
9-Jul-23,"30,315.00","30,320.00","30,347.50","30,205.00",-,-1.17%
7-Jul-23,"30,675.00","30,470.00","30,980.00","30,195.00",0.23K,-0.36%
6-Jul-23,"30,785.00","31,070.00","32,020.00","30,415.00",0.89K,-0.68%
5-Jul-23,"30,995.00","31,910.00","31,915.00","30,755.00",1.12K,-0.22%
4-Jul-23,"31,062.50","31,605.00","31,725.00","30,945.00",-,-2.93%
3-Jul-23,"32,000.00","31,150.00","32,045.00","31,050.00",0.37K,3.54%
2-Jul-23,"30,905.00","31,040.00","31,130.00","30,727.50",-,0.73%
30-Jun-23,"30,680.00","30,875.00","31,730.00","29,605.00",19.81K,-1.16%
29-Jun-23,"31,040.00","30,460.00","31,260.00","30,420.00",8.93K,1.84%
28-Jun-23,"30,480.00","31,060.00","31,065.00","30,230.00",6.42K,-1.80%
27-Jun-23,"31,040.00","30,450.00","31,435.00","30,450.00",5.57K,1.44%
26-Jun-23,"30,600.00","30,935.00","31,040.00","30,315.00",5.37K,-0.95%
25-Jun-23,"30,895.00","31,292.50","31,562.50","30,817.50",-,-1.47%
23-Jun-23,"31,355.00","30,365.00","31,840.00","30,180.00",2.00K,2.62%
22-Jun-23,"30,555.00","30,175.00","30,825.00","29,920.00",0.78K,0.36%
21-Jun-23,"30,445.00","28,445.00","31,100.00","28,445.00",1.90K,7.41%
20-Jun-23,"28,345.00","26,570.00","28,565.00","26,475.00",1.45K,5.20%
19-Jun-23,"26,945.00","26,522.50","27,225.00","26,510.00",-,1.55%
18-Jun-23,"26,532.50","25,342.50","26,647.50","25,342.50",-,-0.12%
16-Jun-23,"26,565.00","25,740.00","26,720.00","25,285.00",0.57K,3.71%
15-Jun-23,"25,615.00","25,190.00","25,665.00","24,935.00",0.61K,-1.63%
14-Jun-23,"26,040.00","26,095.00","26,275.00","24,990.00",0.48K,-0.19%
13-Jun-23,"26,090.00","26,160.00","26,665.00","25,910.00",0.41K,0.25%
12-Jun-23,"26,025.00","26,260.00","26,340.00","25,835.00",0.21K,-0.29%
11-Jun-23,"26,100.00","26,162.50","32,162.50","25,982.50",-,-1.95%
9-Jun-23,"26,620.00","26,805.00","27,065.00","26,585.00",0.19K,-0.63%
8-Jun-23,"26,790.00","26,705.00","27,085.00","26,530.00",0.15K,0.15%
7-Jun-23,"26,750.00","27,540.00","27,680.00","26,505.00",0.19K,-2.41%
6-Jun-23,"27,410.00","25,915.00","27,515.00","25,515.00",0.71K,6.16%
5-Jun-23,"25,820.00","27,505.00","27,740.00","25,560.00",0.77K,-5.75%
4-Jun-23,"27,395.00","26,250.00","33,702.50","26,250.00",-,-0.56%
2-Jun-23,"27,550.00","27,105.00","27,595.00","26,765.00",0.53K,1.66%
1-Jun-23,"27,100.00","27,610.00","27,610.00","26,865.00",0.48K,-0.57%
31-May-23,"27,255.00","28,090.00","28,220.00","27,105.00",0.87K,-3.54%
30-May-23,"28,255.00","28,270.00","28,805.00","27,895.00",0.47K,0.50%
29-May-23,"28,115.00","28,535.00","28,810.00","26,250.00",-,-1.47%
28-May-23,"28,535.00","28,135.00","28,615.00","28,135.00",-,6.02%
26-May-23,"26,915.00","26,510.00","27,105.00","26,395.00",5.52K,1.32%
25-May-23,"26,565.00","26,555.00","26,655.00","25,985.00",7.97K,0.64%
24-May-23,"26,395.00","27,465.00","27,500.00","26,235.00",5.46K,-3.81%
23-May-23,"27,440.00","27,150.00","27,750.00","27,045.00",4.52K,1.27%
22-May-23,"27,095.00","27,085.00","27,330.00","26,725.00",3.84K,1.23%
21-May-23,"26,765.00","26,970.00","26,970.00","26,742.50",-,-1.18%
19-May-23,"27,085.00","27,005.00","27,385.00","26,870.00",0.94K,0.43%
18-May-23,"26,970.00","27,595.00","27,720.00","26,595.00",0.86K,-2.34%
17-May-23,"27,615.00","27,250.00","27,700.00","26,735.00",0.69K,1.71%
16-May-23,"27,150.00","27,375.00","27,475.00","27,115.00",0.36K,-1.79%
15-May-23,"27,645.00","27,075.00","27,880.00","26,990.00",0.43K,2.52%
14-May-23,"26,965.00","26,515.00","26,980.00","26,240.00",-,1.20%
12-May-23,"26,645.00","27,145.00","27,205.00","26,020.00",0.43K,-1.35%
11-May-23,"27,010.00","27,835.00","27,845.00","26,910.00",0.49K,-3.29%
10-May-23,"27,930.00","27,750.00","28,540.00","26,920.00",0.45K,0.02%
9-May-23,"27,925.00","27,860.00","28,015.00","27,575.00",0.17K,1.47%
8-May-23,"27,520.00","29,150.00","29,150.00","27,500.00",0.33K,-3.65%
7-May-23,"28,562.50","29,650.00","29,737.50","28,525.00",-,-4.62%
5-May-23,"29,945.00","29,075.00","30,065.00","29,065.00",0.29K,2.67%
4-May-23,"29,165.00","29,280.00","29,695.00","28,960.00",0.31K,2.10%
3-May-23,"28,565.00","29,100.00","29,100.00","28,395.00",0.42K,-1.70%
2-May-23,"29,060.00","28,245.00","29,185.00","28,145.00",0.70K,3.53%
1-May-23,"28,070.00","29,760.00","29,760.00","27,900.00",0.22K,-4.53%
30-Apr-23,"29,402.50","29,402.50","29,402.50","29,402.50",-,-0.25%
28-Apr-23,"29,475.00","29,930.00","29,930.00","29,060.00",6.02K,-1.55%
27-Apr-23,"29,940.00","28,725.00","30,130.00","28,415.00",6.97K,6.53%
26-Apr-23,"28,105.00","28,480.00","30,200.00","27,450.00",7.37K,1.17%
25-Apr-23,"27,780.00","27,550.00","28,225.00","27,365.00",4.69K,0.85%
24-Apr-23,"27,545.00","27,625.00","28,125.00","27,125.00",3.40K,-0.79%
23-Apr-23,"27,765.00","29,422.50","29,422.50","27,575.00",-,1.17%
21-Apr-23,"27,445.00","28,470.00","28,510.00","27,350.00",1.01K,-2.88%
20-Apr-23,"28,260.00","29,400.00","29,410.00","28,170.00",0.70K,-3.98%
19-Apr-23,"29,430.00","30,675.00","30,680.00","29,180.00",0.49K,-3.48%
18-Apr-23,"30,490.00","29,710.00","30,755.00","29,340.00",0.34K,2.68%
17-Apr-23,"29,695.00","30,705.00","30,705.00","29,510.00",0.26K,-2.97%
16-Apr-23,"30,605.00","31,225.00","31,225.00","30,585.00",-,-0.05%
14-Apr-23,"30,620.00","30,620.00","31,360.00","30,250.00",0.32K,-0.24%
13-Apr-23,"30,695.00","30,225.00","31,065.00","30,140.00",0.42K,2.04%
12-Apr-23,"30,080.00","30,635.00","30,730.00","30,000.00",0.20K,-1.43%
11-Apr-23,"30,515.00","29,620.00","30,845.00","29,615.00",0.57K,3.06%
10-Apr-23,"29,610.00","28,800.00","29,830.00","28,435.00",0.74K,3.37%
9-Apr-23,"28,645.00","27,575.00","28,822.50","27,575.00",-,1.61%
7-Apr-23,"28,190.00","28,302.50","28,372.50","28,020.00",-,-0.37%
6-Apr-23,"28,295.00","28,500.00","28,500.00","28,015.00",0.02K,-0.89%
5-Apr-23,"28,550.00","28,745.00","29,105.00","28,135.00",0.37K,0.07%
4-Apr-23,"28,530.00","28,105.00","28,780.00","28,100.00",0.21K,0.37%
3-Apr-23,"28,425.00","28,315.00","28,875.00","27,860.00",0.22K,-0.52%
2-Apr-23,"28,575.00","28,405.00","28,597.50","28,395.00",-,-0.57%
31-Mar-23,"28,740.00","28,335.00","29,155.00","27,745.00",6.39K,1.84%
30-Mar-23,"28,220.00","28,590.00","29,415.00","27,915.00",5.85K,-1.54%
29-Mar-23,"28,660.00","27,390.00","28,890.00","27,355.00",4.66K,3.65%
28-Mar-23,"27,650.00","27,395.00","27,735.00","26,880.00",5.48K,1.58%
27-Mar-23,"27,220.00","28,115.00","28,365.00","26,755.00",3.46K,-2.98%
26-Mar-23,"28,055.00","27,800.00","28,235.00","27,800.00",-,-0.16%
24-Mar-23,"28,100.00","28,495.00","28,735.00","27,710.00",0.98K,-2.26%
23-Mar-23,"28,750.00","27,365.00","29,080.00","27,365.00",1.45K,6.60%
22-Mar-23,"26,970.00","28,350.00","29,225.00","26,890.00",1.10K,-5.37%
21-Mar-23,"28,500.00","28,285.00","28,705.00","27,800.00",0.74K,1.42%
20-Mar-23,"28,100.00","28,155.00","28,860.00","27,535.00",0.59K,-0.18%
19-Mar-23,"28,150.00","26,235.00","28,490.00","26,235.00",-,3.57%
17-Mar-23,"27,180.00","25,175.00","27,320.00","25,155.00",1.16K,7.86%
16-Mar-23,"25,200.00","24,650.00","25,345.00","24,320.00",0.66K,2.69%
15-Mar-23,"24,540.00","24,750.00","25,435.00","24,165.00",0.81K,-2.91%
14-Mar-23,"25,275.00","24,305.00","26,690.00","24,295.00",0.92K,3.37%
13-Mar-23,"24,450.00","21,385.00","24,590.00","21,105.00",0.88K,10.99%
12-Mar-23,"22,030.00","19,970.00","22,182.50","19,970.00",-,10.09%
10-Mar-23,"20,010.00","20,425.00","20,425.00","19,620.00",0.92K,-0.79%
9-Mar-23,"20,170.00","21,745.00","21,925.00","20,150.00",0.25K,-9.33%
8-Mar-23,"22,245.00","22,285.00","22,390.00","22,015.00",0.27K,0.23%
7-Mar-23,"22,195.00","22,560.00","22,695.00","22,120.00",0.35K,-1.47%
6-Mar-23,"22,525.00","22,610.00","22,785.00","22,485.00",0.12K,0.31%
5-Mar-23,"22,455.00","22,247.50","22,492.50","22,232.50",-,-0.07%
3-Mar-23,"22,470.00","23,595.00","23,595.00","22,210.00",0.41K,-5.31%
2-Mar-23,"23,730.00","23,735.00","23,830.00","23,470.00",0.14K,0.17%
1-Mar-23,"23,690.00","23,390.00","24,260.00","23,290.00",0.09K,0.55%
28-Feb-23,"23,560.00","23,765.00","23,885.00","23,360.00",0.11K,-0.11%
27-Feb-23,"23,585.00","23,835.00","24,165.00","23,380.00",0.35K,-0.34%
26-Feb-23,"23,665.00","23,325.00","23,770.00","23,267.50",-,1.37%
24-Feb-23,"23,345.00","24,075.00","24,365.00","22,965.00",12.10K,-3.41%
23-Feb-23,"24,170.00","24,320.00","24,785.00","23,815.00",6.84K,0.75%
22-Feb-23,"23,990.00","24,595.00","24,705.00","23,820.00",5.31K,-2.87%
21-Feb-23,"24,700.00","24,700.00","25,550.00","24,155.00",4.68K,-0.78%
20-Feb-23,"24,895.00","24,355.00","25,170.00","23,907.50",-,2.26%
19-Feb-23,"24,345.00","24,705.00","24,750.00","24,275.00",-,-2.91%
17-Feb-23,"25,075.00","24,275.00","25,240.00","23,625.00",2.44K,1.07%
16-Feb-23,"24,810.00","24,430.00","25,480.00","24,430.00",2.36K,1.95%
15-Feb-23,"24,335.00","22,340.00","24,480.00","22,195.00",0.80K,8.64%
14-Feb-23,"22,400.00","21,955.00","22,445.00","21,655.00",0.42K,2.85%
13-Feb-23,"21,780.00","21,900.00","22,005.00","21,465.00",0.28K,-0.17%
12-Feb-23,"21,817.50","21,802.50","21,880.00","21,707.50",-,-0.10%
10-Feb-23,"21,840.00","21,945.00","22,050.00","21,585.00",0.68K,-1.24%
9-Feb-23,"22,115.00","23,150.00","23,195.00","21,925.00",0.46K,-3.93%
8-Feb-23,"23,020.00","23,490.00","23,650.00","22,845.00",0.35K,-1.85%
7-Feb-23,"23,455.00","22,955.00","23,575.00","22,875.00",0.71K,0.86%
6-Feb-23,"23,255.00","23,235.00","23,400.00","22,950.00",0.31K,0.88%
5-Feb-23,"23,052.50","23,730.00","23,730.00","23,032.50",-,-2.40%
3-Feb-23,"23,620.00","23,785.00","24,015.00","23,490.00",0.53K,-2.32%
2-Feb-23,"24,180.00","24,020.00","24,550.00","23,885.00",0.49K,1.21%
1-Feb-23,"23,890.00","23,395.00","24,065.00","23,045.00",0.33K,2.20%
31-Jan-23,"23,375.00","22,945.00","23,480.00","22,945.00",0.17K,1.90%
30-Jan-23,"22,940.00","24,180.00","24,180.00","22,890.00",0.22K,-4.15%
29-Jan-23,"23,932.50","23,355.00","24,080.00","23,355.00",-,2.63%
27-Jan-23,"23,320.00","23,270.00","23,750.00","22,765.00",7.95K,-0.06%
26-Jan-23,"23,335.00","23,200.00","23,460.00","23,030.00",8.33K,1.00%
25-Jan-23,"23,105.00","22,955.00","23,890.00","22,515.00",6.78K,-0.65%
24-Jan-23,"23,255.00","23,145.00","23,395.00","22,980.00",4.44K,-0.13%
23-Jan-23,"23,285.00","22,735.00","23,410.00","22,735.00",4.39K,2.26%
22-Jan-23,"22,770.00","22,617.50","22,837.50","22,332.50",-,1.45%
20-Jan-23,"22,445.00","21,165.00","22,565.00","21,010.00",1.41K,5.77%
19-Jan-23,"21,220.00","20,845.00","21,275.00","20,760.00",0.50K,2.12%
18-Jan-23,"20,780.00","21,375.00","21,705.00","20,490.00",0.84K,-3.28%
17-Jan-23,"21,485.00","20,830.00","21,710.00","20,695.00",1.12K,1.07%
16-Jan-23,"21,257.50","20,967.50","21,545.00","20,690.00",-,1.36%
15-Jan-23,"20,972.50","21,017.50","21,022.50","20,920.00",-,7.47%
13-Jan-23,"19,515.00","18,875.00","19,965.00","18,860.00",0.63K,2.01%
12-Jan-23,"19,130.00","17,580.00","19,165.00","17,545.00",0.69K,9.03%
11-Jan-23,"17,545.00","17,375.00","17,560.00","17,260.00",0.13K,0.49%
10-Jan-23,"17,460.00","17,120.00","17,475.00","17,120.00",0.16K,1.75%
9-Jan-23,"17,160.00","16,910.00","17,355.00","16,910.00",0.34K,1.18%
8-Jan-23,"16,960.00","16,990.00","16,990.00","16,947.50",-,0.89%
6-Jan-23,"16,810.00","16,735.00","16,990.00","16,565.00",0.22K,0.30%
5-Jan-23,"16,760.00","16,725.00","16,815.00","16,685.00",0.08K,0.33%
4-Jan-23,"16,705.00","16,585.00","16,905.00","16,585.00",0.18K,1.09%
3-Jan-23,"16,525.00","16,595.00","16,645.00","16,455.00",0.10K,-0.77%
2-Jan-23,"16,652.50","16,492.50","16,725.00","16,492.50",-,1.26%
30-Dec-22,"16,445.00","16,385.00","16,515.00","16,075.00",0.18K,0.37%
29-Dec-22,"16,385.00","16,330.00","16,475.00","16,220.00",4.26K,-0.06%
28-Dec-22,"16,395.00","16,480.00","16,530.00","16,235.00",7.17K,-0.24%
27-Dec-22,"16,435.00","16,690.00","16,815.00","16,345.00",4.68K,-2.87%
26-Dec-22,"16,920.00","16,697.50","16,922.50","16,697.50",-,1.62%
23-Dec-22,"16,650.00","16,595.00","16,725.00","16,545.00",3.80K,0.45%
22-Dec-22,"16,575.00","16,595.00","16,705.00","16,315.00",1.34K,-0.09%
21-Dec-22,"16,590.00","16,650.00","16,720.00","16,560.00",0.60K,-0.81%
20-Dec-22,"16,725.00","16,185.00","16,920.00","16,185.00",0.48K,2.04%
19-Dec-22,"16,390.00","16,580.00","16,635.00","16,320.00",0.43K,-1.68%
18-Dec-22,"16,670.00","16,625.00","16,942.50","16,395.00",-,-0.09%
16-Dec-22,"16,685.00","17,305.00","17,345.00","16,595.00",0.37K,-3.47%
15-Dec-22,"17,285.00","17,740.00","17,785.00","17,200.00",0.47K,-2.37%
14-Dec-22,"17,705.00","17,705.00","18,285.00","17,630.00",0.52K,0.37%
13-Dec-22,"17,640.00","17,070.00","17,905.00","17,015.00",0.53K,3.64%
12-Dec-22,"17,020.00","16,960.00","17,115.00","16,745.00",0.19K,-0.01%
11-Dec-22,"17,022.50","17,005.00","17,090.00","16,995.00",-,0.34%
9-Dec-22,"16,965.00","17,145.00","17,260.00","16,955.00",0.20K,-0.79%
8-Dec-22,"17,100.00","16,640.00","17,170.00","16,615.00",0.34K,2.80%
7-Dec-22,"16,635.00","16,910.00","17,000.00","16,530.00",0.20K,-1.42%
6-Dec-22,"16,875.00","16,915.00","16,935.00","16,745.00",0.20K,0.60%
5-Dec-22,"16,775.00","17,010.00","17,375.00","16,720.00",0.26K,-1.67%
4-Dec-22,"17,060.00","16,960.00","17,150.00","16,960.00",-,0.71%
2-Dec-22,"16,940.00","16,835.00","17,000.00","16,215.00",0.31K,0.98%
1-Dec-22,"16,775.00","17,030.00","17,140.00","16,725.00",0.35K,-1.24%
30-Nov-22,"16,985.00","16,085.00","17,035.00","16,085.00",0.50K,5.07%
29-Nov-22,"16,165.00","15,840.00","16,285.00","15,820.00",0.26K,1.73%
28-Nov-22,"15,890.00","16,160.00","16,160.00","15,615.00",0.32K,-2.03%
