Ngày,Đóng cửa,Mở cửa,Cao nhất,Thấp nhất,KL,% Thay đổi
10/12/2024,"95,270.00","97,500.00","98,357.00","94,513.00",1.32K,-2.29%
9/12/2024,"97,500.00","101,240.00","101,280.00","94,255.00",1.58K,-3.69%
8/12/2024,"101,240.00","99,936.00","101,480.00","98,803.00",0.42K,1.30%
7/12/2024,"99,936.00","99,786.00","100,530.00","99,016.00",0.36K,0.15%
6/12/2024,"99,786.00","96,833.00","101,900.00","96,283.00",1.46K,3.05%
5/12/2024,"96,833.00","98,709.00","103,990.00","91,398.00",5.28K,-1.90%
4/12/2024,"98,709.00","96,083.00","99,166.00","94,737.00",0.89K,2.75%
3/12/2024,"96,065.00","95,925.00","96,402.00","93,792.00",1.52K,0.15%
2/12/2024,"95,925.00","97,365.00","98,240.00","94,713.00",1.14K,-1.48%
1/12/2024,"97,365.00","96,506.00","97,959.00","95,836.00",0.58K,0.89%
30/11/2024,"96,506.00","97,579.00","97,580.00","96,222.00",0.35K,-1.08%
29/11/2024,"97,564.00","95,761.00","98,682.00","95,511.00",0.68K,1.88%
28/11/2024,"95,761.00","95,953.00","96,628.00","94,750.00",0.33K,-0.20%
27/11/2024,"95,953.00","92,082.00","97,251.00","91,904.00",0.89K,4.20%
26/11/2024,"92,082.00","93,133.00","95,083.00","90,911.00",1.06K,-1.13%
25/11/2024,"93,133.00","97,828.00","98,690.00","92,866.00",1.68K,-4.80%
24/11/2024,"97,828.00","97,538.00","98,381.00","95,611.00",0.78K,0.30%
23/11/2024,"97,538.00","98,683.00","98,745.00","97,137.00",2.00K,-1.16%
22/11/2024,"98,683.00","98,348.00","99,327.00","97,010.00",2.40K,0.34%
21/11/2024,"98,348.00","94,243.00","98,700.00","93,996.00",2.83K,4.36%
20/11/2024,"94,243.00","92,172.00","94,652.00","91,404.00",1.49K,2.25%
19/11/2024,"92,172.00","90,535.00","93,751.00","90,430.00",2.04K,1.81%
18/11/2024,"90,535.00","89,843.00","92,533.00","89,500.00",1.64K,0.77%
17/11/2024,"89,843.00","90,538.00","91,423.00","88,758.00",0.89K,-0.77%
16/11/2024,"90,538.00","91,015.00","91,743.00","90,088.00",0.75K,-0.52%
15/11/2024,"91,015.00","87,305.00","91,854.00","87,120.00",1.20K,4.25%
14/11/2024,"87,305.00","90,453.00","91,776.00","86,693.00",1.59K,-3.48%
13/11/2024,"90,453.00","88,007.00","93,286.00","86,152.00",2.72K,2.78%
12/11/2024,"88,007.00","88,566.00","89,933.00","85,128.00",2.92K,-0.63%
11/11/2024,"88,566.00","80,367.00","89,528.00","80,244.00",3.62K,10.20%
10/11/2024,"80,367.00","76,703.00","81,428.00","76,531.00",4.08K,4.78%
9/11/2024,"76,703.00","76,496.00","76,888.00","75,746.00",0.31K,0.27%
8/11/2024,"76,496.00","75,864.00","77,049.00","75,611.00",0.80K,0.83%
7/11/2024,"75,864.00","75,580.00","76,655.00","74,397.00",1.43K,0.38%
6/11/2024,"75,580.00","69,450.00","76,179.00","69,401.00",4.90K,8.83%
5/11/2024,"69,450.00","67,858.00","70,598.00","67,541.00",0.78K,2.35%
4/11/2024,"67,858.00","68,807.00","69,505.00","66,881.00",0.63K,-1.38%
3/11/2024,"68,807.00","69,292.00","69,405.00","67,532.00",1.04K,-0.70%
2/11/2024,"69,292.00","69,590.00","69,939.00","69,028.00",0.37K,-0.43%
1/11/2024,"69,590.00","70,299.00","71,637.00","68,889.00",0.92K,-1.01%
31/10/2024,"70,299.00","72,455.00","72,664.00","69,674.00",0.40K,-2.98%
30/10/2024,"72,455.00","72,688.00","73,014.00","71,510.00",0.44K,-0.32%
29/10/2024,"72,688.00","69,989.00","73,525.00","69,812.00",2.65K,3.86%
28/10/2024,"69,989.00","68,035.00","70,287.00","67,660.00",0.73K,2.87%
27/10/2024,"68,035.00","67,081.00","68,328.00","66,926.00",0.22K,1.42%
26/10/2024,"67,081.00","66,734.00","67,445.00","66,456.00",0.13K,0.52%
25/10/2024,"66,734.00","68,188.00","68,750.00","65,629.00",0.52K,-2.13%
24/10/2024,"68,188.00","66,695.00","68,846.00","66,527.00",0.45K,2.24%
23/10/2024,"66,695.00","67,405.00","67,436.00","65,265.00",0.45K,-1.05%
22/10/2024,"67,405.00","67,425.00","67,824.00","66,648.00",0.40K,-0.03%
21/10/2024,"67,425.00","69,045.00","69,554.00","66,942.00",0.58K,-2.35%
20/10/2024,"69,045.00","68,360.00","69,375.00","68,116.00",0.31K,1.00%
19/10/2024,"68,360.00","68,368.00","68,641.00","68,035.00",0.18K,-0.01%
18/10/2024,"68,368.00","67,453.00","68,886.00","67,240.00",0.90K,1.36%
17/10/2024,"67,453.00","67,657.00","67,962.00","66,724.00",0.38K,-0.30%
16/10/2024,"67,657.00","67,123.00","68,367.00","66,861.00",1.16K,0.80%
15/10/2024,"67,123.00","66,179.00","67,806.00","64,857.00",1.40K,1.43%
14/10/2024,"66,179.00","62,986.00","66,555.00","62,601.00",0.81K,5.07%
13/10/2024,"62,986.00","63,335.00","63,406.00","62,204.00",0.59K,-0.55%
12/10/2024,"63,335.00","62,581.00","63,590.00","62,570.00",0.29K,1.20%
11/10/2024,"62,581.00","60,337.00","63,455.00","60,104.00",0.42K,3.72%
10/10/2024,"60,337.00","60,650.00","61,364.00","58,944.00",0.66K,-0.52%
9/10/2024,"60,650.00","62,231.00","62,586.00","60,371.00",0.46K,-2.54%
8/10/2024,"62,231.00","62,269.00","63,248.00","61,941.00",0.43K,-0.06%
7/10/2024,"62,269.00","62,894.00","64,514.00","62,202.00",0.61K,-0.99%
6/10/2024,"62,894.00","62,138.00","63,016.00","61,862.00",0.23K,1.22%
5/10/2024,"62,138.00","62,191.00","62,437.00","61,767.00",0.25K,-0.09%
4/10/2024,"62,191.00","60,892.00","62,575.00","60,602.00",0.43K,2.13%
3/10/2024,"60,892.00","60,785.00","61,600.00","60,009.00",0.38K,0.18%
2/10/2024,"60,785.00","60,981.00","62,455.00","60,139.00",0.74K,-0.32%
1/10/2024,"60,981.00","63,468.00","64,217.00","60,329.00",0.89K,-3.92%
30/09/2024,"63,468.00","65,762.00","65,762.00","63,006.00",1.04K,-3.49%
29/09/2024,"65,762.00","66,015.00","66,193.00","65,574.00",0.09K,-0.38%
28/09/2024,"66,015.00","65,928.00","66,410.00","65,568.00",0.11K,0.13%
27/09/2024,"65,928.00","65,307.00","66,548.00","64,987.00",0.67K,0.95%
26/09/2024,"65,307.00","63,264.00","65,856.00","62,805.00",0.86K,3.23%
25/09/2024,"63,264.00","64,381.00","64,888.00","63,082.00",0.40K,-1.73%
24/09/2024,"64,381.00","63,456.00","64,775.00","62,850.00",0.53K,1.46%
23/09/2024,"63,456.00","63,663.00","64,830.00","62,701.00",0.72K,-0.33%
22/09/2024,"63,663.00","63,416.00","64,093.00","62,485.00",0.63K,0.39%
21/09/2024,"63,416.00","63,205.00","63,570.00","62,805.00",0.21K,0.33%
20/09/2024,"63,205.00","63,032.00","64,200.00","62,435.00",0.49K,0.27%
19/09/2024,"63,032.00","61,841.00","63,948.00","61,714.00",0.80K,1.93%
18/09/2024,"61,841.00","60,435.00","61,869.00","59,293.00",1.00K,2.33%
17/09/2024,"60,435.00","58,342.00","61,337.00","57,773.00",1.10K,3.59%
16/09/2024,"58,342.00","59,296.00","59,336.00","57,653.00",0.62K,-1.61%
15/09/2024,"59,296.00","60,139.00","60,525.00","58,868.00",0.83K,-1.40%
14/09/2024,"60,139.00","60,645.00","60,713.00","59,666.00",0.33K,-0.83%
13/09/2024,"60,645.00","58,287.00","60,730.00","57,762.00",1.16K,4.05%
12/9/2024,"58,287.00","57,451.00","58,643.00","57,449.00",0.80K,1.46%
11/9/2024,"57,451.00","57,758.00","58,104.00","55,743.00",1.19K,-0.53%
10/9/2024,"57,758.00","57,110.00","58,135.00","56,489.00",0.27K,1.13%
9/9/2024,"57,110.00","55,016.00","58,062.00","54,752.00",1.94K,3.81%
8/9/2024,"55,016.00","54,309.00","55,447.00","53,764.00",1.06K,1.30%
7/9/2024,"54,309.00","54,133.00","55,027.00","53,931.00",1.30K,0.33%
6/9/2024,"54,133.00","56,318.00","57,102.00","52,756.00",2.37K,-3.88%
5/9/2024,"56,318.00","58,116.00","58,451.00","55,868.00",2.08K,-3.09%
4/9/2024,"58,116.00","57,680.00","58,630.00","56,069.00",2.15K,0.76%
3/9/2024,"57,680.00","59,308.00","59,976.00","57,610.00",0.97K,-2.74%
2/9/2024,"59,308.00","57,454.00","59,585.00","57,320.00",0.89K,3.23%
1/9/2024,"57,454.00","59,155.00","59,236.00","57,333.00",1.25K,-2.88%
31/08/2024,"59,155.00","59,300.00","59,622.00","58,950.00",0.81K,-0.24%
30/08/2024,"59,300.00","59,542.00","59,999.00","58,000.00",1.90K,-0.41%
29/08/2024,"59,542.00","59,145.00","61,290.00","58,902.00",1.00K,0.67%
28/08/2024,"59,145.00","59,570.00","60,325.00","58,085.00",0.78K,-0.71%
27/08/2024,"59,570.00","62,974.00","63,306.00","58,200.00",1.16K,-5.41%
26/08/2024,"62,974.00","64,361.00","64,578.00","62,934.00",0.39K,-2.16%
25/08/2024,"64,361.00","64,230.00","65,092.00","63,912.00",0.24K,0.20%
24/08/2024,"64,230.00","64,151.00","64,604.00","63,689.00",0.26K,0.12%
23/08/2024,"64,151.00","60,483.00","64,953.00","60,470.00",0.75K,6.06%
22/08/2024,"60,483.00","61,252.00","61,460.00","59,863.00",0.35K,-1.26%
21/08/2024,"61,252.00","59,172.00","61,898.00","58,958.00",0.98K,3.52%
20/08/2024,"59,172.00","59,609.00","61,472.00","58,763.00",1.10K,-0.73%
19/08/2024,"59,609.00","58,543.00","59,699.00","57,955.00",0.30K,1.82%
18/08/2024,"58,543.00","59,589.00","60,313.00","58,533.00",0.50K,-1.76%
17/08/2024,"59,589.00","58,996.00","59,799.00","58,950.00",0.13K,1.01%
16/08/2024,"58,996.00","57,594.00","59,905.00","57,187.00",0.45K,2.43%
15/08/2024,"57,594.00","58,777.00","59,909.00","56,231.00",0.81K,-2.01%
14/08/2024,"58,777.00","60,666.00","61,740.00","58,558.00",0.84K,-3.11%
13/08/2024,"60,666.00","59,440.00","61,612.00","58,545.00",0.77K,2.06%
12/8/2024,"59,440.00","58,817.00","60,718.00","57,750.00",0.75K,1.06%
11/8/2024,"58,817.00","61,018.00","61,824.00","58,430.00",0.38K,-3.61%
10/8/2024,"61,018.00","60,942.00","61,534.00","60,343.00",0.17K,0.08%
9/8/2024,"60,970.00","61,801.00","61,801.00","59,630.00",0.37K,-1.34%
8/8/2024,"61,801.00","55,179.00","62,752.00","54,847.00",1.51K,12.00%
7/8/2024,"55,179.00","56,187.00","57,814.00","54,659.00",0.84K,-1.79%
6/8/2024,"56,187.00","54,169.00","57,200.00","54,142.00",1.17K,3.73%
5/8/2024,"54,169.00","58,203.00","58,343.00","49,538.00",7.25K,-6.93%
4/8/2024,"58,203.00","60,825.00","61,204.00","57,431.00",0.67K,-4.31%
3/8/2024,"60,825.00","61,529.00","62,260.00","60,000.00",0.88K,-1.14%
2/8/2024,"61,529.00","65,465.00","65,668.00","61,326.00",1.13K,-6.01%
1/8/2024,"65,465.00","64,724.00","65,694.00","62,413.00",1.43K,1.14%
31/07/2024,"64,724.00","66,349.00","66,939.00","64,636.00",0.49K,-2.45%
30/07/2024,"66,349.00","66,933.00","67,129.00","65,556.00",0.68K,-0.87%
29/07/2024,"66,933.00","68,419.00","70,162.00","66,666.00",1.22K,-2.17%
28/07/2024,"68,419.00","68,019.00","68,442.00","67,225.00",0.16K,0.59%
27/07/2024,"68,019.00","68,061.00","69,529.00","66,858.00",0.76K,-0.06%
26/07/2024,"68,061.00","65,849.00","68,333.00","65,849.00",0.75K,3.36%
25/07/2024,"65,849.00","65,482.00","66,241.00","63,560.00",1.09K,0.56%
24/07/2024,"65,482.00","66,101.00","67,221.00","65,258.00",0.74K,-0.94%
23/07/2024,"66,101.00","67,714.00","67,905.00","65,589.00",0.56K,-2.38%
22/07/2024,"67,714.00","68,263.00","68,560.00","66,718.00",0.71K,-0.80%
21/07/2024,"68,263.00","67,239.00","68,435.00","65,945.00",0.73K,1.52%
20/07/2024,"67,239.00","66,789.00","67,673.00","66,368.00",0.43K,0.67%
19/07/2024,"66,789.00","64,048.00","67,503.00","63,414.00",1.01K,4.28%
18/07/2024,"64,048.00","64,204.00","65,181.00","63,294.00",0.62K,-0.24%
17/07/2024,"64,204.00","65,188.00","66,180.00","63,959.00",0.51K,-1.51%
16/07/2024,"65,188.00","64,882.00","65,481.00","62,558.00",0.84K,0.47%
15/07/2024,"64,882.00","60,946.00","65,014.00","60,842.00",1.34K,6.46%
14/07/2024,"60,946.00","59,382.00","61,508.00","59,382.00",1.03K,2.63%
13/07/2024,"59,382.00","58,049.00","60,020.00","57,940.00",0.62K,2.30%
12/7/2024,"58,049.00","57,458.00","58,653.00","56,668.00",1.12K,1.03%
11/7/2024,"57,458.00","57,931.00","59,511.00","57,237.00",1.37K,-0.82%
10/7/2024,"57,931.00","58,205.00","59,588.00","57,356.00",0.97K,-0.47%
9/7/2024,"58,205.00","56,873.00","58,418.00","56,462.00",1.31K,2.34%
8/7/2024,"56,873.00","56,050.00","58,350.00","54,500.00",1.70K,1.47%
7/7/2024,"56,050.00","58,326.00","58,563.00","55,946.00",0.96K,-3.90%
6/7/2024,"58,326.00","56,759.00","58,538.00","56,190.00",1.49K,2.76%
5/7/2024,"56,759.00","57,118.00","57,604.00","53,727.00",3.02K,-0.63%
4/7/2024,"57,118.00","60,298.00","60,550.00","56,810.00",2.40K,-5.30%
3/7/2024,"60,314.00","62,214.00","62,386.00","59,538.00",1.01K,-3.06%
2/7/2024,"62,219.00","62,965.00","63,331.00","61,879.00",0.61K,-1.18%
1/7/2024,"62,965.00","62,867.00","63,911.00","62,631.00",0.69K,0.16%
30/06/2024,"62,867.00","61,087.00","63,127.00","60,825.00",0.62K,2.91%
29/06/2024,"61,087.00","60,546.00","61,321.00","60,513.00",0.80K,0.89%
28/06/2024,"60,546.00","61,803.00","62,289.00","60,153.00",0.89K,-2.03%
27/06/2024,"61,803.00","60,923.00","62,479.00","60,708.00",1.32K,1.44%
26/06/2024,"60,923.00","61,878.00","62,555.00","60,806.00",0.87K,-1.54%
25/06/2024,"61,878.00","60,372.00","62,434.00","60,340.00",1.56K,2.49%
24/06/2024,"60,372.00","63,292.00","63,451.00","58,595.00",2.95K,-4.61%
23/06/2024,"63,292.00","64,370.00","64,617.00","63,290.00",0.57K,-1.67%
22/06/2024,"64,370.00","64,234.00","64,613.00","64,062.00",0.51K,0.21%
21/06/2024,"64,234.00","65,007.00","65,196.00","63,505.00",1.12K,-1.18%
20/06/2024,"65,000.00","65,071.00","66,585.00","64,669.00",1.16K,-0.11%
19/06/2024,"65,071.00","65,250.00","65,820.00","64,784.00",0.71K,-0.27%
18/06/2024,"65,250.00","66,570.00","66,623.00","64,179.00",1.60K,-1.98%
17/06/2024,"66,570.00","66,677.00","67,301.00","65,148.00",0.68K,-0.16%
16/06/2024,"66,677.00","66,229.00","66,947.00","66,054.00",0.34K,0.68%
15/06/2024,"66,229.00","66,038.00","66,442.00","65,886.00",0.15K,0.29%
14/06/2024,"66,038.00","66,776.00","67,370.00","65,088.00",0.81K,-1.11%
13/06/2024,"66,776.00","68,266.00","68,400.00","66,272.00",0.53K,-2.18%
12/6/2024,"68,266.00","67,331.00","70,036.00","66,919.00",1.16K,1.39%
11/6/2024,"67,331.00","69,528.00","69,552.00","66,189.00",1.34K,-3.16%
10/6/2024,"69,528.00","69,646.00","70,150.00","69,181.00",0.49K,-0.17%
9/6/2024,"69,646.00","69,338.00","69,786.00","69,177.00",0.49K,0.44%
8/6/2024,"69,338.00","69,403.00","69,618.00","69,257.00",0.13K,-0.09%
7/6/2024,"69,403.00","70,836.00","71,912.00","68,674.00",1.73K,-2.02%
6/6/2024,"70,836.00","71,101.00","71,651.00","70,156.00",0.67K,-0.37%
5/6/2024,"71,101.00","70,604.00","71,717.00","70,409.00",0.86K,0.70%
4/6/2024,"70,604.00","68,859.00","71,071.00","68,608.00",0.80K,2.53%
3/6/2024,"68,859.00","67,816.00","70,276.00","67,636.00",1.20K,1.54%
2/6/2024,"67,816.00","67,759.00","68,444.00","67,349.00",0.18K,0.08%
1/6/2024,"67,759.00","67,582.00","67,890.00","67,463.00",0.24K,0.26%
31/05/2024,"67,582.00","68,413.00","69,028.00","66,700.00",0.82K,-1.21%
30/05/2024,"68,413.00","67,720.00","69,523.00","67,202.00",0.70K,1.02%
29/05/2024,"67,720.00","68,434.00","68,971.00","67,225.00",0.63K,-1.04%
28/05/2024,"68,434.00","69,492.00","69,597.00","67,400.00",0.90K,-1.52%
27/05/2024,"69,492.00","68,585.00","70,678.00","68,313.00",1.11K,1.32%
26/05/2024,"68,585.00","69,334.00","69,556.00","68,261.00",0.44K,-1.08%
25/05/2024,"69,334.00","68,604.00","69,635.00","68,589.00",0.48K,1.06%
24/05/2024,"68,604.00","68,058.00","69,308.00","66,733.00",0.64K,0.80%
23/05/2024,"68,058.00","69,225.00","70,095.00","66,555.00",1.28K,-1.69%
22/05/2024,"69,225.00","70,148.00","70,647.00","69,000.00",0.76K,-1.32%
21/05/2024,"70,148.00","71,428.00","71,921.00","69,210.00",1.37K,-1.79%
20/05/2024,"71,428.00","66,339.00","71,479.00","66,166.00",2.26K,7.67%
19/05/2024,"66,339.00","66,995.00","67,800.00","65,989.00",0.28K,-0.98%
18/05/2024,"66,995.00","67,182.00","67,473.00","66,677.00",0.19K,-0.28%
17/05/2024,"67,182.00","65,314.00","67,540.00","65,220.00",0.92K,2.86%
16/05/2024,"65,314.00","66,320.00","66,780.00","64,715.00",0.88K,-1.52%
15/05/2024,"66,320.00","61,668.00","66,500.00","61,440.00",1.65K,7.54%
14/05/2024,"61,668.00","62,986.00","63,175.00","61,239.00",0.86K,-2.09%
13/05/2024,"62,986.00","61,612.00","63,535.00","60,866.00",0.66K,2.23%
12/5/2024,"61,612.00","60,929.00","61,962.00","60,723.00",0.44K,1.12%
11/5/2024,"60,929.00","60,807.00","61,588.00","60,576.00",0.66K,0.20%
10/5/2024,"60,807.00","63,209.00","63,606.00","60,300.00",1.67K,-3.80%
9/5/2024,"63,209.00","61,343.00","63,509.00","60,778.00",0.88K,3.04%
8/5/2024,"61,343.00","62,432.00","63,111.00","61,020.00",0.76K,-1.74%
7/5/2024,"62,432.00","63,280.00","64,480.00","62,378.00",0.44K,-1.34%
6/5/2024,"63,280.00","64,173.00","65,625.00","62,812.00",0.86K,-1.39%
5/5/2024,"64,173.00","63,983.00","64,769.00","63,034.00",0.71K,0.30%
4/5/2024,"63,983.00","62,978.00","64,644.00","62,690.00",0.46K,1.60%
3/5/2024,"62,978.00","59,247.00","63,429.00","58,914.00",2.89K,6.30%
2/5/2024,"59,247.00","58,457.00","59,732.00","57,082.00",2.23K,1.35%
1/5/2024,"58,457.00","60,836.00","60,991.00","56,756.00",3.90K,-3.91%
30/04/2024,"60,836.00","63,960.00","64,800.00","59,372.00",1.96K,-4.88%
29/04/2024,"63,960.00","63,226.00","64,304.00","61,949.00",1.01K,1.16%
28/04/2024,"63,226.00","63,574.00","64,470.00","62,924.00",0.37K,-0.55%
27/04/2024,"63,574.00","63,874.00","64,028.00","62,498.00",1.13K,-0.47%
26/04/2024,"63,874.00","64,555.00","64,838.00","63,376.00",0.72K,-1.05%
25/04/2024,"64,555.00","64,345.00","65,348.00","62,846.00",0.93K,0.33%
24/04/2024,"64,345.00","66,458.00","67,153.00","63,667.00",0.91K,-3.18%
23/04/2024,"66,458.00","66,894.00","67,234.00","65,904.00",0.51K,-0.65%
22/04/2024,"66,894.00","64,992.00","67,282.00","64,581.00",1.08K,2.93%
21/04/2024,"64,992.00","65,045.00","65,744.00","64,310.00",0.49K,-0.08%
20/04/2024,"65,045.00","63,867.00","65,465.00","63,174.00",0.83K,1.84%
19/04/2024,"63,867.00","63,529.00","65,487.00","59,698.00",2.28K,0.53%
18/04/2024,"63,529.00","61,375.00","64,159.00","60,932.00",1.66K,3.51%
17/04/2024,"61,375.00","63,874.00","64,534.00","59,840.00",2.28K,-3.91%
16/04/2024,"63,874.00","63,488.00","64,415.00","61,765.00",1.80K,0.61%
15/04/2024,"63,488.00","65,793.00","66,888.00","62,386.00",2.49K,-3.50%
14/04/2024,"65,793.00","64,039.00","65,909.00","62,190.00",2.53K,2.74%
13/04/2024,"64,039.00","67,061.00","67,878.00","61,604.00",4.32K,-4.51%
12/4/2024,"67,061.00","70,104.00","71,291.00","65,625.00",2.75K,-4.34%
11/4/2024,"70,104.00","70,688.00","71,352.00","69,650.00",1.41K,-0.83%
10/4/2024,"70,688.00","69,165.00","71,241.00","67,606.00",2.39K,2.20%
9/4/2024,"69,164.00","71,675.00","71,751.00","68,253.00",2.83K,-3.50%
8/4/2024,"71,675.00","69,343.00","72,761.00","69,040.00",3.09K,3.36%
7/4/2024,"69,343.00","68,880.00","70,222.00","68,821.00",0.55K,0.67%
6/4/2024,"68,880.00","67,819.00","69,673.00","67,491.00",0.52K,1.56%
5/4/2024,"67,819.00","68,518.00","68,718.00","65,993.00",1.68K,-1.02%
4/4/2024,"68,518.00","65,967.00","69,320.00","65,074.00",2.23K,3.87%
3/4/2024,"65,967.00","65,495.00","66,931.00","64,603.00",1.43K,0.72%
2/4/2024,"65,495.00","69,691.00","69,691.00","64,667.00",3.47K,-6.02%
1/4/2024,"69,691.00","71,402.00","71,402.00","68,198.00",2.56K,-2.40%
31/03/2024,"71,402.00","69,683.00","71,444.00","69,652.00",1.21K,2.47%
30/03/2024,"69,683.00","69,862.00","70,301.00","69,632.00",0.31K,-0.26%
29/03/2024,"69,862.00","70,776.00","70,892.00","69,015.00",1.47K,-1.29%
28/03/2024,"70,776.00","69,467.00","71,557.00","68,932.00",1.57K,1.88%
27/03/2024,"69,467.00","70,011.00","71,610.00","68,452.00",4.20K,-0.78%
26/03/2024,"70,011.00","69,824.00","71,402.00","69,347.00",1.87K,0.27%
25/03/2024,"69,824.00","67,283.00","70,983.00","66,397.00",4.66K,3.78%
24/03/2024,"67,283.00","64,034.00","67,655.00","63,827.00",2.02K,5.02%
23/03/2024,"64,069.00","63,828.00","65,969.00","63,059.00",1.31K,0.38%
22/03/2024,"63,828.00","65,577.00","66,712.00","62,336.00",3.15K,-2.67%
21/03/2024,"65,577.00","67,912.00","68,229.00","64,639.00",3.36K,-3.44%
20/03/2024,"67,912.00","62,072.00","68,155.00","60,900.00",4.53K,9.41%
19/03/2024,"62,072.00","67,606.00","68,136.00","61,689.00",6.98K,-8.19%
18/03/2024,"67,606.00","68,456.00","68,940.00","66,648.00",2.32K,-1.24%
17/03/2024,"68,456.00","65,304.00","68,922.00","64,593.00",3.70K,4.83%
16/03/2024,"65,304.00","69,514.00","70,070.00","65,000.00",3.39K,-5.98%
15/03/2024,"69,457.00","71,364.00","72,413.00","65,705.00",5.08K,-2.67%
14/03/2024,"71,364.00","72,985.00","73,666.00","68,602.00",3.48K,-2.21%
13/03/2024,"72,974.00","71,237.00","73,588.00","71,172.00",3.07K,2.44%
12/3/2024,"71,237.00","71,937.00","72,760.00","68,429.00",6.89K,-0.97%
11/3/2024,"71,937.00","68,948.00","72,606.00","67,096.00",7.12K,4.34%
10/3/2024,"68,948.00","68,205.00","69,850.00","68,048.00",2.93K,1.09%
9/3/2024,"68,205.00","68,010.00","68,458.00","67,724.00",1.83K,0.27%
8/3/2024,"68,018.00","66,744.00","69,838.00","66,100.00",4.67K,1.91%
7/3/2024,"66,744.00","66,073.00","67,953.00","65,641.00",2.19K,1.02%
6/3/2024,"66,073.00","63,818.00","67,658.00","62,805.00",4.51K,3.53%
5/3/2024,"63,818.00","68,110.00","68,874.00","59,858.00",9.33K,-6.30%
4/3/2024,"68,110.00","63,121.00","68,161.00","62,489.00",5.45K,7.90%
3/3/2024,"63,121.00","61,962.00","63,229.00","61,402.00",1.72K,1.87%
2/3/2024,"61,962.00","62,346.00","62,406.00","61,584.00",1.37K,-0.62%
1/3/2024,"62,346.00","61,148.00","63,000.00","60,783.00",2.51K,1.96%
29/02/2024,"61,148.00","62,380.00","63,566.00","60,385.00",4.10K,-1.97%
28/02/2024,"62,380.00","56,998.00","63,780.00","56,668.00",6.63K,9.44%
27/02/2024,"56,998.00","54,417.00","57,487.00","54,388.00",4.50K,4.74%
26/02/2024,"54,417.00","51,716.00","54,720.00","50,903.00",4.39K,5.22%
25/02/2024,"51,716.00","51,630.00","51,956.00","51,307.00",1.28K,0.17%
24/02/2024,"51,630.00","50,734.00","51,724.00","50,590.00",0.98K,1.77%
23/02/2024,"50,734.00","51,287.00","51,537.00","50,527.00",1.05K,-1.08%
22/02/2024,"51,287.00","51,856.00","52,042.00","50,903.00",1.87K,-1.10%
21/02/2024,"51,856.00","52,168.00","52,279.00","50,600.00",2.23K,-0.60%
20/02/2024,"52,168.00","51,732.00","52,872.00","50,714.00",2.60K,0.84%
19/02/2024,"51,732.00","52,061.00","52,466.00","51,650.00",1.19K,-0.63%
18/02/2024,"52,061.00","51,631.00","52,449.00","51,165.00",0.91K,0.83%
17/02/2024,"51,631.00","52,130.00","52,153.00","50,611.00",1.39K,-0.96%
16/02/2024,"52,130.00","51,893.00","52,579.00","51,580.00",1.27K,0.46%
15/02/2024,"51,893.00","51,778.00","52,700.00","51,280.00",2.44K,0.22%
14/02/2024,"51,778.00","49,777.00","52,005.00","49,319.00",3.07K,4.02%
13/02/2024,"49,777.00","49,947.00","50,349.00","48,388.00",2.43K,-0.34%
12/2/2024,"49,947.00","48,321.00","50,283.00","47,699.00",4.36K,3.36%
11/2/2024,"48,321.00","47,800.00","48,500.00","47,613.00",1.31K,1.09%
10/2/2024,"47,800.00","47,150.00","48,185.00","46,900.00",0.73K,1.38%
9/2/2024,"47,150.00","45,279.00","48,182.00","45,247.00",2.80K,4.13%
8/2/2024,"45,279.00","44,328.00","45,541.00","44,328.00",1.67K,2.15%
7/2/2024,"44,328.00","43,101.00","44,351.00","42,788.00",1.74K,2.85%
6/2/2024,"43,101.00","42,707.00","43,375.00","42,574.00",0.71K,0.92%
5/2/2024,"42,707.00","42,583.00","43,540.00","42,247.00",1.04K,0.29%
4/2/2024,"42,583.00","43,004.00","43,109.00","42,332.00",0.63K,-0.98%
3/2/2024,"43,004.00","43,201.00","43,366.00","42,892.00",0.29K,-0.46%
2/2/2024,"43,201.00","43,088.00","43,477.00","42,560.00",0.78K,0.26%
1/2/2024,"43,088.00","42,594.00","43,272.00","41,880.00",0.94K,1.16%
31/01/2024,"42,594.00","42,956.00","43,722.00","42,304.00",1.29K,-0.84%
30/01/2024,"42,956.00","43,309.00","43,840.00","42,700.00",1.11K,-0.80%
29/01/2024,"43,301.00","42,047.00","43,301.00","41,833.00",1.16K,2.98%
28/01/2024,"42,047.00","42,125.00","42,808.00","41,637.00",0.94K,-0.19%
27/01/2024,"42,125.00","41,821.00","42,204.00","41,405.00",0.47K,0.73%
26/01/2024,"41,821.00","40,001.00","42,192.00","39,877.00",2.73K,4.55%
25/01/2024,"40,001.00","40,140.00","40,333.00","39,556.00",2.30K,-0.35%
24/01/2024,"40,140.00","39,938.00","40,590.00","39,533.00",1.88K,0.51%
23/01/2024,"39,938.00","39,599.00","40,215.00","38,572.00",2.78K,0.86%
22/01/2024,"39,599.00","41,679.00","41,775.00","39,461.00",3.15K,-4.99%
21/01/2024,"41,679.00","41,778.00","41,945.00","41,588.00",1.24K,-0.24%
20/01/2024,"41,778.00","41,714.00","41,942.00","41,525.00",1.51K,0.14%
19/01/2024,"41,719.00","41,337.00","42,212.00","40,364.00",1.55K,0.92%
18/01/2024,"41,337.00","42,778.00","42,932.00","40,704.00",1.38K,-3.37%
